pais,fecha inicio,fecha fin,dias,semana,total muertes reportadas,total muertes reportadas por covid
Colombia,2018-04-02,2018-04-08,7,14,4382,0
Colombia,2018-04-09,2018-04-15,7,15,4332,0
Colombia,2018-04-16,2018-04-22,7,16,4349,0
Colombia,2018-04-23,2018-04-29,7,17,4409,0
Colombia,2018-04-30,2018-05-06,7,18,4538,0
Colombia,2018-05-07,2018-05-13,7,19,4460,0
Colombia,2018-05-14,2018-05-20,7,20,4721,0
Colombia,2018-05-21,2018-05-27,7,21,4654,0
Colombia,2018-05-28,2018-06-03,7,22,4749,0
Colombia,2018-06-04,2018-06-10,7,23,4848,0
Colombia,2018-06-11,2018-06-17,7,24,4803,0
Colombia,2018-06-18,2018-06-24,7,25,4851,0
Colombia,2018-06-25,2018-07-01,7,26,4868,0
Colombia,2018-07-02,2018-07-08,7,27,4845,0
Colombia,2018-07-09,2018-07-15,7,28,4782,0
Colombia,2018-07-16,2018-07-22,7,29,4740,0
Colombia,2018-07-23,2018-07-29,7,30,4518,0
Colombia,2018-07-30,2018-08-05,7,31,4459,0
Colombia,2018-08-06,2018-08-12,7,32,4607,0
Colombia,2018-08-13,2018-08-19,7,33,4637,0
Colombia,2018-08-20,2018-08-26,7,34,4498,0
Colombia,2018-08-27,2018-09-02,7,35,4462,0
Colombia,2018-09-03,2018-09-09,7,36,4452,0
Colombia,2018-09-10,2018-09-16,7,37,4415,0
Colombia,2018-09-17,2018-09-23,7,38,4437,0
Colombia,2018-09-24,2018-09-30,7,39,4324,0
Colombia,2018-10-01,2018-10-07,7,40,4293,0
Colombia,2018-10-08,2018-10-14,7,41,4363,0
Colombia,2018-10-15,2018-10-21,7,42,4345,0
Colombia,2018-10-22,2018-10-28,7,43,4287,0
Colombia,2018-10-29,2018-11-04,7,44,4421,0
Colombia,2018-11-05,2018-11-11,7,45,4366,0
Colombia,2018-11-12,2018-11-18,7,46,4519,0
Colombia,2018-11-19,2018-11-25,7,47,4448,0
Colombia,2018-11-26,2018-12-02,7,48,4636,0
Colombia,2018-12-03,2018-12-09,7,49,4756,0
Colombia,2018-12-10,2018-12-16,7,50,4763,0
Colombia,2018-12-17,2018-12-23,7,51,4787,0
Colombia,2018-12-24,2018-12-30,7,52,4984,0
Colombia,2018-12-31,2019-01-06,7,1,5348,0
Colombia,2019-01-07,2019-01-13,7,2,4713,0
Colombia,2019-01-14,2019-01-20,7,3,4842,0
Colombia,2019-01-21,2019-01-27,7,4,4606,0
Colombia,2019-01-28,2019-02-03,7,5,4562,0
Colombia,2019-02-04,2019-02-10,7,6,4497,0
Colombia,2019-02-11,2019-02-17,7,7,4484,0
Colombia,2019-02-18,2019-02-24,7,8,4494,0
Colombia,2019-02-25,2019-03-03,7,9,4474,0
Colombia,2019-03-04,2019-03-10,7,10,4440,0
Colombia,2019-03-11,2019-03-17,7,11,4493,0
Colombia,2019-03-18,2019-03-24,7,12,4520,0
Colombia,2019-03-25,2019-03-31,7,13,4511,0
Colombia,2019-04-01,2019-04-07,7,14,4474,0
Colombia,2019-04-08,2019-04-14,7,15,4548,0
Colombia,2019-04-15,2019-04-21,7,16,4420,0
Colombia,2019-04-22,2019-04-28,7,17,4452,0
Colombia,2019-04-29,2019-05-05,7,18,4677,0
Colombia,2019-05-06,2019-05-12,7,19,4624,0
Colombia,2019-05-13,2019-05-19,7,20,4448,0
Colombia,2019-05-20,2019-05-26,7,21,4670,0
Colombia,2019-05-27,2019-06-02,7,22,4570,0
Colombia,2019-06-03,2019-06-09,7,23,4860,0
Colombia,2019-06-10,2019-06-16,7,24,4753,0
Colombia,2019-06-17,2019-06-23,7,25,4964,0
Colombia,2019-06-24,2019-06-30,7,26,4807,0
Colombia,2019-07-01,2019-07-07,7,27,4854,0
Colombia,2019-07-08,2019-07-14,7,28,4887,0
Colombia,2019-07-15,2019-07-21,7,29,4918,0
Colombia,2019-07-22,2019-07-28,7,30,4672,0
Colombia,2019-07-29,2019-08-04,7,31,4726,0
Colombia,2019-08-05,2019-08-11,7,32,4742,0
Colombia,2019-08-12,2019-08-18,7,33,4693,0
Colombia,2019-08-19,2019-08-25,7,34,4912,0
Colombia,2019-08-26,2019-09-01,7,35,4842,0
Colombia,2019-09-02,2019-09-08,7,36,4717,0
Colombia,2019-09-09,2019-09-15,7,37,4609,0
Colombia,2019-09-16,2019-09-22,7,38,4648,0
Colombia,2019-09-23,2019-09-29,7,39,4432,0
Colombia,2019-09-30,2019-10-06,7,40,4628,0
Colombia,2019-10-07,2019-10-13,7,41,4577,0
Colombia,2019-10-14,2019-10-20,7,42,4617,0
Colombia,2019-10-21,2019-10-27,7,43,4633,0
Colombia,2019-10-28,2019-11-03,7,44,4778,0
Colombia,2019-11-04,2019-11-10,7,45,4746,0
Colombia,2019-11-11,2019-11-17,7,46,4697,0
Colombia,2019-11-18,2019-11-24,7,47,4790,0
Colombia,2019-11-25,2019-12-01,7,48,4755,0
Colombia,2019-12-02,2019-12-08,7,49,4803,0
Colombia,2019-12-09,2019-12-15,7,50,4818,0
Colombia,2019-12-16,2019-12-22,7,51,4862,0
Colombia,2019-12-23,2019-12-29,7,52,5041,0
Colombia,2019-12-30,2020-01-05,7,1,5076,0
Colombia,2020-01-06,2020-01-12,7,2,5007,0
Colombia,2020-01-13,2020-01-19,7,3,4897,0
Colombia,2020-01-20,2020-01-26,7,4,4760,0
Colombia,2020-01-27,2020-02-02,7,5,4631,0
Colombia,2020-02-03,2020-02-09,7,6,4742,0
Colombia,2020-02-10,2020-02-16,7,7,4699,0
Colombia,2020-02-17,2020-02-23,7,8,4693,0
Colombia,2020-02-24,2020-03-01,7,9,4520,0
Colombia,2020-03-02,2020-03-08,7,10,4534,0
Colombia,2020-03-09,2020-03-15,7,11,4457,0
Colombia,2020-03-16,2020-03-22,7,12,4499,2
Colombia,2020-03-23,2020-03-29,7,13,4337,8
Colombia,2020-03-30,2020-04-05,7,14,4190,25
Colombia,2020-04-06,2020-04-12,7,15,4255,74
Colombia,2020-04-13,2020-04-19,7,16,4355,70
Colombia,2020-04-20,2020-04-26,7,17,4328,65
Colombia,2020-04-27,2020-05-03,7,18,4263,96
Colombia,2020-05-04,2020-05-10,7,19,4469,123
Colombia,2020-05-11,2020-05-17,7,20,4579,111
Colombia,2020-05-18,2020-05-24,7,21,4701,153
Colombia,2020-05-25,2020-05-31,7,22,4738,212
Colombia,2020-06-01,2020-06-07,7,23,5153,320
Colombia,2020-06-08,2020-06-14,7,24,5338,408
Colombia,2020-06-15,2020-06-21,7,25,5778,570
Colombia,2020-06-22,2020-06-28,7,26,6128,941
Colombia,2020-06-29,2020-07-05,7,27,6233,886
Colombia,2020-07-06,2020-07-12,7,28,6739,1243
Colombia,2020-07-13,2020-07-19,7,29,7313,1429
Colombia,2020-07-20,2020-07-26,7,30,7702,1789
Colombia,2020-07-27,2020-08-02,7,31,8070,2125
Colombia,2020-08-03,2020-08-09,7,32,7888,2192
Colombia,2020-08-10,2020-08-16,7,33,7648,2255
Colombia,2020-08-17,2020-08-23,7,34,7152,2219
Colombia,2020-08-24,2020-08-30,7,35,6798,2047
Colombia,2020-08-31,2020-09-06,7,36,6570,2049
Colombia,2020-09-07,2020-09-13,7,37,6383,1512
Colombia,2020-09-14,2020-09-20,7,38,6240,1284
Colombia,2020-09-21,2020-09-27,7,39,6161,1280
Colombia,2020-09-28,2020-10-04,7,40,6019,1224
Colombia,2020-10-05,2020-10-11,7,41,6173,1122
Colombia,2020-10-12,2020-10-18,7,42,6190,1136
Colombia,2020-10-19,2020-10-25,7,43,6303,1184
Colombia,2020-10-26,2020-11-01,7,44,6080,1361
Colombia,2020-11-02,2020-11-08,7,45,6252,1276
Colombia,2020-11-09,2020-11-15,7,46,6119,1240
Colombia,2020-11-16,2020-11-22,7,47,6242,1256
Colombia,2020-11-23,2020-11-29,7,48,6266,1297
Colombia,2020-11-30,2020-12-06,7,49,6206,1224
Colombia,2020-12-07,2020-12-13,7,50,6640,1245
Colombia,2020-12-14,2020-12-20,7,51,6687,1422
Colombia,2020-12-21,2020-12-27,7,52,7203,1696
Colombia,2020-12-28,2021-01-03,7,53,7814,1794
Colombia,2021-01-04,2021-01-10,7,1,7964,2149
Colombia,2021-01-11,2021-01-17,7,2,8440,2517
Colombia,2021-01-18,2021-01-24,7,3,8479,2743
Colombia,2021-01-25,2021-01-31,7,4,7676,2609
Colombia,2021-02-01,2021-02-07,7,5,7029,2010
Colombia,2021-02-08,2021-02-14,7,6,6341,1612
Colombia,2021-02-15,2021-02-21,7,7,5915,1229
Colombia,2021-02-22,2021-02-28,7,8,5564,932
Colombia,2021-03-01,2021-03-07,7,9,5562,737
Colombia,2021-03-08,2021-03-14,7,10,5315,640
Colombia,2021-03-15,2021-03-21,7,11,5569,885
Colombia,2021-03-22,2021-03-28,7,12,5958,927
Colombia,2021-03-29,2021-04-04,7,13,6473,1139
Colombia,2021-04-05,2021-04-11,7,14,7210,1795
Colombia,2021-04-12,2021-04-18,7,15,8440,2439
Colombia,2021-04-19,2021-04-25,7,16,8775,3023
Colombia,2021-04-26,2021-05-02,7,17,8789,3126
Colombia,2021-05-03,2021-05-09,7,18,8882,3377
Colombia,2021-05-10,2021-05-16,7,19,8988,3446
Colombia,2021-05-17,2021-05-23,7,20,9058,3424
Colombia,2021-05-24,2021-05-30,7,21,9296,3558
Colombia,2021-05-31,2021-06-06,7,22,9767,3679
Colombia,2021-06-07,2021-06-13,7,23,10081,3817
Colombia,2021-06-14,2021-06-20,7,24,10451,4156
Colombia,2021-06-21,2021-06-27,7,25,10456,4744
Colombia,2021-06-28,2021-07-04,7,26,10240,4218
Colombia,2021-07-05,2021-07-11,7,27,9485,3930
Brazil,2015-01-01,2015-01-31,31,1,106695,0
Brazil,2015-02-01,2015-02-28,28,2,90612,0
Brazil,2015-03-01,2015-03-31,31,3,102473,0
Brazil,2015-04-01,2015-04-30,30,4,105114,0
Brazil,2015-05-01,2015-05-31,31,5,114042,0
Brazil,2015-06-01,2015-06-30,30,6,109240,0
Brazil,2015-07-01,2015-07-31,31,7,112975,0
Brazil,2015-08-01,2015-08-31,31,8,107510,0
Brazil,2015-09-01,2015-09-30,30,9,103152,0
Brazil,2015-10-01,2015-10-31,31,10,104756,0
Brazil,2015-11-01,2015-11-30,30,11,100873,0
Brazil,2015-12-01,2015-12-31,31,12,106733,0
Brazil,2016-01-01,2016-01-31,31,1,106199,0
Brazil,2016-02-01,2016-02-29,29,2,102818,0
Brazil,2016-03-01,2016-03-31,31,3,111631,0
Brazil,2016-04-01,2016-04-30,30,4,112127,0
Brazil,2016-05-01,2016-05-31,31,5,115315,0
Brazil,2016-06-01,2016-06-30,30,6,117216,0
Brazil,2016-07-01,2016-07-31,31,7,118151,0
Brazil,2016-08-01,2016-08-31,31,8,111120,0
Brazil,2016-09-01,2016-09-30,30,9,102873,0
Brazil,2016-10-01,2016-10-31,31,10,107472,0
Brazil,2016-11-01,2016-11-30,30,11,99625,0
Brazil,2016-12-01,2016-12-31,31,12,105227,0
Brazil,2017-01-01,2017-01-31,31,1,105899,0
Brazil,2017-02-01,2017-02-28,28,2,97082,0
Brazil,2017-03-01,2017-03-31,31,3,108850,0
Brazil,2017-04-01,2017-04-30,30,4,107063,0
Brazil,2017-05-01,2017-05-31,31,5,114774,0
Brazil,2017-06-01,2017-06-30,30,6,114324,0
Brazil,2017-07-01,2017-07-31,31,7,122610,0
Brazil,2017-08-01,2017-08-31,31,8,114698,0
Brazil,2017-09-01,2017-09-30,30,9,107336,0
Brazil,2017-10-01,2017-10-31,31,10,109666,0
Brazil,2017-11-01,2017-11-30,30,11,102390,0
Brazil,2017-12-01,2017-12-31,31,12,107971,0
Brazil,2018-01-01,2018-01-31,31,1,106838,0
Brazil,2018-02-01,2018-02-28,28,2,94994,0
Brazil,2018-03-01,2018-03-31,31,3,109390,0
Brazil,2018-04-01,2018-04-30,30,4,107849,0
Brazil,2018-05-01,2018-05-31,31,5,115068,0
Brazil,2018-06-01,2018-06-30,30,6,116967,0
Brazil,2018-07-01,2018-07-31,31,7,119675,0
Brazil,2018-08-01,2018-08-31,31,8,115169,0
Brazil,2018-09-01,2018-09-30,30,9,108897,0
Brazil,2018-10-01,2018-10-31,31,10,107666,0
Brazil,2018-11-01,2018-11-30,30,11,103328,0
Brazil,2018-12-01,2018-12-31,31,12,110878,0
Brazil,2019-01-01,2019-01-31,31,1,110373,0
Brazil,2019-02-01,2019-02-28,28,2,97737,0
Brazil,2019-03-01,2019-03-31,31,3,109549,0
Brazil,2019-04-01,2019-04-30,30,4,110370,0
Brazil,2019-05-01,2019-05-31,31,5,118737,0
Brazil,2019-06-01,2019-06-30,30,6,118911,0
Brazil,2019-07-01,2019-07-31,31,7,124885,0
Brazil,2019-08-01,2019-08-31,31,8,118568,0
Brazil,2019-09-01,2019-09-30,30,9,112312,0
Brazil,2019-10-01,2019-10-31,31,10,111532,0
Brazil,2019-11-01,2019-11-30,30,11,105635,0
Brazil,2019-12-01,2019-12-31,31,12,111193,0
Brazil,2020-01-01,2020-01-31,31,1,113395,0
Brazil,2020-02-01,2020-02-29,29,2,106414,0
Brazil,2020-03-01,2020-03-31,31,3,120185,201
Brazil,2020-04-01,2020-04-30,30,4,125923,5805
Brazil,2020-05-01,2020-05-31,31,5,156908,23308
Brazil,2020-06-01,2020-06-30,30,6,142885,30280
Brazil,2020-07-01,2020-07-31,31,7,147571,32881
Brazil,2020-08-01,2020-08-31,31,8,143383,28906
Brazil,2020-09-01,2020-09-30,30,9,128972,22571
Brazil,2020-10-01,2020-10-31,31,10,130493,15932
Brazil,2020-11-01,2020-11-30,30,11,124326,13236
Brazil,2020-12-01,2020-12-31,31,12,141190,21829
Brazil,2021-01-01,2021-01-31,31,1,147526,29555
Brazil,2021-02-01,2021-02-28,28,2,135290,30438
Brazil,2021-03-01,2021-03-31,31,3,205125,66573
Brazil,2021-04-01,2021-04-30,30,4,204893,82266
Brazil,2021-05-01,2021-05-31,31,5,178877,59010
Brazil,2021-06-01,2021-06-30,30,6,178844,55275
Brazil,2021-07-01,2021-07-31,31,7,162439,38304
Brazil,2021-08-01,2021-08-31,31,8,149206,24043
Brazil,2021-09-01,2021-09-30,30,9,129743,16336
